Entity,Year,Agriculture,Real Estate,Accomodation,Transportation,Scientific Activities,Manufacturing and construction,Other
Greece,2009,8480000,0,8910000,25440000,63010000,16130000,4480000
Greece,2010,8770000,0,8040000,22580000,59330000,15940000,4780000
Greece,2011,8490000,1300000,10240000,20170000,59600000,13590000,4560000
Greece,2012,8420000,1290000,7850000,16870000,58270000,14560000,4350000
Greece,2013,8220000.5,1280000,4760000,16750000,52850000,15240000,4460000
Greece,2014,7980000,1280000,4700000,16800000,48770000,15890000,4530000
Greece,2015,7730000,1280000,6430000,17140000,44999999.5,15990000,4530000
Greece,2016,7720000,1300000,5830000,17620000,43100000,16680000,4540000
Greece,2017,7800000,1290000,5700000,17340000,46430000,14920000,4560000
Greece,2018,7300000,1270000,4930000,17620000,46060000,14030000,4590000
Greece,2019,7290000,1280000,5440000,18000000,41870000,13030000,4610000
Greece,2020,7030000,1270000,5830000,15220000,30710000,11800000,4640000
Greece,2021,7010000,1460000,5560000,16370001,32980000,11780000,4660000
Guatemala,2008,7870000,13910000,2410000,5290000,3910000,2660000,1550000
Guatemala,2009,8490000,14320000,2410000,6020000,4490000,2050000,1590000
Guatemala,2010,8870000,13890000,2530000,5940000,3740000,2660000,1620000
Guatemala,2011,9050000,7840000,2640000,5810000,3790000,3040000,1660000
Guatemala,2012,9210000,7800000,2790000,5840000,4070000,3060000,1700000
Guatemala,2013,9330000,7990000,2830000,6130000,4690000,3160000,1740000
Guatemala,2014,9460000,7730000,2940000,6560000,4990000,3500000,1780000
Guatemala,2015,9780000,7880000,3060000,7500000,6400000,3760000,1820000
Guatemala,2016,9930000,3520000,3270000,8149999.5,6790000,3720000,1860000
Guatemala,2017,10090000,3480000,3380000,8420000,5830000,3690000,1900000
Guatemala,2018,10250000,3300000,3460000,8790000,7140000,3570000,1940000
Guatemala,2019,10290000,3430000,3570000,9620000,7490000,3360000,1980000
Guatemala,2020,10710000,3640000,3650000,8800000,5569999.8,3760000,2020000
Guatemala,2021,10650000,3310000,3880000,10540000,6150000,4430000,2060000
Guinea,2008,12350000,11050000,50000,720000,320000,1420000,1580000
Guinea,2009,12590000,11020000,30000,770000,320000,1550000,1620000
Guinea,2010,14470000,10950000,40000,940000,209999.99,1900000,1660000
Guinea,2011,15430000,11060000,50000,1000000,200000,2050000,1710000
Guinea,2012,16680000,11140000,40000,1060000,270000,1880000,1760000
Guinea,2013,16950000,11170000,40000,1070000,220000,1710000,1810000
Guinea,2014,17220000,11090000,40000,1190000,310000,1670000,1870000
Guinea,2015,17310000,11240000,30000,1360000,260000,1950000,1920000
Guinea,2016,19640000,12110000,50000,1420000,460000,2060000,1970000
Guinea,2017,19500000,12000000,80000,1700000,510000,2360000,2030000
Guinea,2018,19230000,11990000,70000,1450000,640000,2520000,2089999.9
Guinea,2019,20070000,12040000,80000,2050000,679999.99,2790000,2150000
Guinea,2020,20670000,12050000,80000,2360000,800000,3000000,2200000
Guinea,2021,20460000,12030000,90000,2400000,820000,3060000,2270000
Guyana,2008,1480000,7880000,90000,570000,820000,230000,150000
Guyana,2009,1480000,7890000,90000,610000,870000,159999.99,160000
Guyana,2010,1570000,7930000,100000,620000,970000,170000,160000
Guyana,2011,1580000,15540000,90000,660000,980000,210000,160000
Guyana,2012,1660000,15530000,110000,680000,1080000,290000,160000
Guyana,2013,1840000,15530000,90000,650000,1110000,260000,160000
Guyana,2014,1960000,15530000,90000,710000,1120000,280000,160000
Guyana,2015,2069999.9,15540000,90000,700000,1120000,310000,160000
Guyana,2016,1700000,12920000,110000,780000,1200000,570000,160000
Guyana,2017,1840000,12880000,110000,790000,1260000,530000,160000
Guyana,2018,1850000,12890000,110000,810000,1300000,570000,160000
Guyana,2019,1950000,12900000,110000,910000,1340000,650000,160000
Guyana,2020,1990000,12880000,110000,890000,2070000,759999.98,160000
Guyana,2021,1720000,12850000,129999.99,1039999.94,1900000,889999.98,170000
Haiti,2008,4300000,70000,890000,940000,300000,759999.97,1230000
Haiti,2009,4300000,70000,880000,960000,309999.98,720000,1250000
Haiti,2010,4330000,70000,900000,1100000,579999.97,810000,1280000
Haiti,2011,4350000,650000,910000,1130000,870000,740000,1300000
Haiti,2012,4370000,650000,920000,990000,930000,560000,1330000
Haiti,2013,4390000,650000,1060000,920000,1000000,710000,1350000
Haiti,2014,4430000,650000,890000,1200000,990000,950000,1380000
Haiti,2015,4430000,650000,1010000,1440000,1010000,880000,1400000
Haiti,2016,4540000,630000,1020000,1460000,1070000,910000,1420000
Haiti,2017,4510000,630000,1030000,1480000,1000000,980000,1450000
Haiti,2018,4380000,630000,1050000,1500000,930000,1020000,1470000
Haiti,2019,4480000,630000,1060000,1510000,940000,1050000,1490000
Haiti,2020,4420000,630000,1020000,1460000,910000,1060000,1510000
Haiti,2021,4420000,630000,1020000,1430000,920000,1100000,1540000
Honduras,2008,6040000,5590000,810000,3110000,2940000,2950000,2440000
Honduras,2009,6270000,5730000,820000,3040000,2640000,2860000,2490000
Honduras,2010,6330000,5620000,850000,3050000,2450000,2970000,2540000
Honduras,2011,6630000,6560000,890000,3130000,3140000,3860000,2590000
Honduras,2012,6500000,5940000,910000,3250000,3030000,4450000,2630000
Honduras,2013,6640000,6290000,920000,3240000,3440000,3850000,2680000
Honduras,2014,6700000,6410000,1090000,3370000,4280000,3070000,2730000
Honduras,2015,6620000,6190000,1010000,3990000,3980000,3690000,2770000
Honduras,2016,6830000,5960000,1030000,4120000,4390000,3100000,2820000
Honduras,2017,6880000,5670000,1110000,4010000.2,3130000,3329999.9,2870000
Honduras,2018,7180000,5820000,970000,4070000.2,2930000,3280000,2920000
Honduras,2019,6960000,5790000,950000,4320000,3880000,3290000,2970000
Honduras,2020,7500000,6610000,1000000,3630000,3520000,2909999.9,3010000
Honduras,2021,7040000,5620000,1130000,4720000,3349999.99,3050000,3060000
Hungary,2008,7700000,2190000,12550000,13240000,23100000,8630000,4170000
Hungary,2009,7150000,2190000,12670000,13160000,19620000,6700000,4130000
Hungary,2010,7000000,2200000,13370000,11970000,20200000,6820000,4020000
Hungary,2011,7230000,1270000,12810000,11130000,19389999,8160000,3920000
Hungary,2012,7050000,1280000,11360000,10790000,18090000,7380000,3880000
Hungary,2013,7540000,1270000,10890000,10070000,16050000,8020000,3640000
Hungary,2014,7600000,1280000,9760000,11240000,16020000,8380000,3520000
Hungary,2015,7630000,1270000,10580000,12250000,16400000,9120000,3460000
Hungary,2016,8180000.5,1840000,10980000,12280000,16850000,8590000,3360000
Hungary,2017,8160000,1840000,11310000,13060000,17310000,9200000,3310000
Hungary,2018,8290000,1830000,10530000,13880000,16910000,9470000,3260000
Hungary,2019,8260000,1800000,10180000,14720000,16480000,9340000,3220000
Hungary,2020,8480000,1800000,10700000,12620000,15820000,9080000,3170000
Hungary,2021,8370000,1800000,11470000,13980000,14820000,9370000,3140000
Iceland,2008,670000,670000,20000,940000,1220000,1190000,290000
Iceland,2009,630000,670000,10000,910000,1170000,840000,280000
Iceland,2010,630000,670000,10000,870000,1170000,840000,280000
Iceland,2011,640000,610000,10000,840000,1180000,720000,259999.98
Iceland,2012,630000,610000,10000,820000,1170000,770000,230000
Iceland,2013,610000,610000,10000,840000,1240000,810000,240000
Iceland,2014,650000,610000,10000,840000,1260000,790000,240000
Iceland,2015,670000,610000,10000,870000,1510000,820000,230000
Iceland,2016,660000,610000,10000,950000,1660000,430000,230000
Iceland,2017,670000,610000,10000,1010000,1890000,429999.99,220000
Iceland,2018,650000,610000,10000,1050000,2070000,410000,220000
Iceland,2019,640000,620000,10000,1039999.94,1690000,400000,220000
Iceland,2020,630000,620000,10000,870000,860000,390000,220000
Iceland,2021,630000,620000,10000,900000,1130000,410000,220000
India,2008,686830000,6940000,122440000,167320000,877100000,398960000,71800000
India,2009,680870000,14280000,126980000,183240000,952730000,454730000,73070000
India,2010,690909950,12380000,130479990,197840000,987610000,502890000,74340000
India,2011,701280000,0,135050000,214560000,1016240000,554259980,75450000
India,2012,695080000,0,135750000,227070000,1159700000,552660000,76560000
India,2013,697620000,0,137860000,232000000,1171710050,599030000,77670000
India,2014,699200000,0,141930000,241810000,1297640000,639740010,78780000
India,2015,703960000,0,145920000,264400000,1282229904,645390000,79890000
India,2016,704920000,0,149940000,276280000,1279590000,673950000,80980000
India,2017,712760000,0,152240000,298709980,1336270000,705220000,82070000
India,2018,722090050,0,156930000,313610000,1444420000,734900000,83170000
India,2019,731750000,0,161260000,316450020,1415830000,725409970,84260000
India,2020,751419970,0,162500000,275570020,1286450000,658530000,85350000
India,2021,752080000,0,167120000,302980000,1400020000,746770000,86400000
Indonesia,2008,133190000,294149980,41410000,74030000,241130000,117950000,141170000
Indonesia,2009,137740000,673960000,36660000,83890000,250610000,125790000,134720000
Indonesia,2010,138120000,293850020,34730000,91530000,251060000,152140000,128270010
Indonesia,2011,140740000,782890000,34500000,111410000,294810000,163930000,121810000
Indonesia,2012,144130000,798290000,35110000,133039990,296410000,149260000,115360000
Indonesia,2013,137830000,771880000,35320000,139800000,301400000,110480000,120060000
Indonesia,2014,143080000,1102320000,35150000,140410000,319110000,121450000,124760000
Indonesia,2015,144090000,1141120000,33300000,135600000,311740000,132440000,127280000
Indonesia,2016,140750000,514869980,32750000,132020010,324650000,121440000,129470000
Indonesia,2017,149790000,480330000,33250000,139060000,337780000,127590000,131649990
Indonesia,2018,155080000,661530050,32390000,155540000,365250000,150260000,133840000
Indonesia,2019,151060000,891349950,31070000,154400000,375630000,185020000,136020000
Indonesia,2020,153930000,499869980,30580000,131550000,364290000,165469990,138210000
Indonesia,2021,154160000,476850020,31240000,140720000,376470020,166440010,140310000
Iran,2008,40420000,0,123070000,118310000,316670000,106920000,40010000
Iran,2009,40670000,0,126050000,128580000,323710000,109260000,40690000
Iran,2010,40490000,0,121100000,120050000,330150000,121000000,41360000
Iran,2011,36790000,0,123990000,120260000,336490000,125020000,42050000
Iran,2012,37780000,0,114010000,127290000,328850010,130540000,42740000
Iran,2013,37310000,0,123580000,131890000,337910000,133160000,43430000
Iran,2014,31360000,0,122600000,145100000,353010000,137990000,44120000
Iran,2015,32119998,0,124550000,143080000,361200000,130450000,44810000
Iran,2016,33470002,60000,133369990,134100010,384740000,134320000,45420000
Iran,2017,31200000,60000,125160000,138860000,411820000,139310000,46040000
Iran,2018,32630002,60000,121720000,142260000,405920000,138300000,46650000
Iran,2019,34540000,60000,145410000,148260000,367980000,160680000,47260000
Iran,2020,36150000,60000,151080000,132320010,373070000,173390000,47870000
Iran,2021,35350000,70000,155560000,138190000,404850000,175730000,48390000
Iraq,2008,6930000,0,12670000,25240000,73870000,10610000,8340000
Iraq,2009,8229999.5,0,10500000,25930000,82800000,11370000,8590000
Iraq,2010,8120000,0,10910000,28760000,93890000,12360000,8830000
Iraq,2011,8620000,80000,11020000,30670000,98510000,14240000,9130000
Iraq,2012,8920000,80000,12130000,33980000,108950000,20300000,9430000
Iraq,2013,8640000,80000,12130000,32480000,123780000,19470000,9730000
Iraq,2014,8250000,80000,8920000,25740000,135890000,15680000,10030000
Iraq,2015,6090000,80000,7240000,24660000,146470000,15280000,10330000
Iraq,2016,6570000,500000,8090000,25190000,160949996,20640000,10660000
Iraq,2017,7220000,500000,9010000,28490000,168320000,21900000,10990000
Iraq,2018,6840000,500000,9340000,33250000,170650000,27700000,11320000
Iraq,2019,8900000,500000,9440000,35360000,181300000,31709999,11650000
Iraq,2020,8610000,500000,9490000,29460000,157360000,31780001,11980000
Iraq,2021,8040000,500000,9750000,34390000,157419996,32290000,12350000
Ireland,2008,23230000,7830000,10460000,13730000,18670000,7830000,610000
Ireland,2009,23420000,7800000,9940000,12460000,16010000,5930000,430000
Ireland,2010,22500000,7780000,10280000,11640000,16970000,5780000,420000
Ireland,2011,22330000,7670000,8960000,11040000,15290000,5240000,519999.97
Ireland,2012,23360000,7670000,8530000,10830000,15910000,5480000,450000
Ireland,2013,23540000,7660000,8480000,10980000,14650000,5660000,600000
Ireland,2014,23770000,7640000,7530000,11410000,14680000,6340000,790000
Ireland,2015,24010000,7640000,8090000,11560000,15680000,6480000,890000
Ireland,2016,24830000,7080000,8319999.5,12230000,16550000,6870000,910000
Ireland,2017,25390000,7080000,7890000,11970000,16140000,7000000,910000
Ireland,2018,23430000,7060000,8500000,12130000,15120000,7230000,910000
Ireland,2019,23260000,6970000,8189999.5,12120000,13770000,7040000.2,900000
Ireland,2020,23360000,6970000,8770000,10200000,11140000,6690000,900000
Ireland,2021,23910000,6970000,8240000,10880000,12850000,7060000.2,900000
Israel,2008,1380000,0,2210000,16389999,48850000,12070000,7130000
Israel,2009,1310000,0,2750000,16100000,47470000,12510000,7220000
Israel,2010,1330000,0,2660000,16870000,50430000,14410000,7070000
Israel,2011,1420000,0,2780000,16080000,52440000,12680000,7230000
Israel,2012,1440000,0,2730000,17590000,56610000,13340000,7390000
Israel,2013,1470000,0,0,16299999,47960000,17090000,7550000
Israel,2014,1480000,0,0,16450001,44920000,17640000,7710000
Israel,2015,1550000,0,690000,17370000,46180000,17180000,7870000
Israel,2016,1530000,80000,700000,17950000,45080000,17230000,8020000.5
Israel,2017,1550000,80000,730000,18430000,45090000.2,18690000,8180000.5
Israel,2018,1600000,80000,700000,18510000,41840000,18520000,8340000
Israel,2019,1590000,80000,690000,18630000,43249999.94,19590000,8490000
Israel,2020,1580000,80000,660000,16740000,39920000,19580000,8650000
Israel,2021,1570000,80000,670000,17820000,39140000,20450000,8810000
Italy,2008,33880000,0,75470000,120740000,206260000,85570000,19650000
Italy,2009,32710000,0,76110000,114630000,178109999,69790000,19740000
Italy,2010,32790000,0,78990000,111980000,186430000,72510000,19550000
Italy,2011,32090000,0,72280000,111910000,183540000,71610000,18900000
Italy,2012,32740002,0,72190000,105110000,174610000,67940000,18980000
Italy,2013,32169998,0,71670000,103250000,151510000,62070000,17740000
Italy,2014,31790000,0,60040000,107960000,141570000,59070000,17640000
Italy,2015,32040000,0,66110000,105550000,149370000,59030000,17820000
Italy,2016,32500000,0,66100000,104160000,148110000,58450000,17470000
Italy,2017,32400002,0,66120004,99990000,151780000,54639998,17230000
Italy,2018,33180000,0,66059996,102690000,146950000,53900000,16990000
Italy,2019,33160000,0,64019996,103440000,141600000,51900000,16740000
Italy,2020,33230000,0,62210000,82750000,121860000,48260000,16500000
Italy,2021,32770000,0,60510000,100720000,130100000,60130000,16320000
Jamaica,2008,620000,0,320000,2100000,4330000,4440000,510000
Jamaica,2009,600000,0,290000,2060000,4150000,2469999.97,510000
Jamaica,2010,600000,0,300000,1910000,4270000,2110000,510000
Jamaica,2011,610000,210000,320000,1900000,4009999.99,2470000,519999.97
Jamaica,2012,630000,220000,340000,1560000,3620000,2419999.97,519999.97
Jamaica,2013,620000,220000,300000,1660000,3940000,3090000,519999.97
Jamaica,2014,610000,220000,270000,1740000,3780000,2980000,530000
Jamaica,2015,580000,230000,330000,1700000,4140000,2780000,530000
Jamaica,2016,590000,160000,350000,1860000,4440000,2900000,530000
Jamaica,2017,590000,160000,380000,2020000,4480000,2470000,530000
Jamaica,2018,610000,160000,410000,2320000,4410000,3460000,540000
Jamaica,2019,600000,140000,400000,2540000,4820000,3000000,540000
Jamaica,2020,600000,140000,380000,1730000,4000000,1960000,540000
Jamaica,2021,600000,140000,390000,2380000,4110000,1890000,540000
Japan,2008,23830000,0,134610000,240020000,594520000,268050000,9300000
Japan,2009,23690000,0,125520000,233750000,564090000,252890000,8860000
Japan,2010,24020000,0,126650000,234830000,606740000,266110000,8490000
Japan,2011,22990000,0,125300000,229070000,664260000,275480000,8260000
Japan,2012,22930000,0,121700000,226670000,714930028,275400000,7950000
Japan,2013,23090000,0,126990000,223910000,723730029,280100000,7740000
Japan,2014,22990000,0,120460000,217650000,691870000,277550000,7460000
Japan,2015,22450000,0,115270000,217030000,668060000,272530000,7220000
Japan,2016,22370000,0,111400000,214520000,669810000,269250000,7040000
Japan,2017,22350000,0,115910000,212610000,652470030,267650000,6920000
Japan,2018,21820000,0,110650000,209970000,622669970,263900000,6800000
Japan,2019,21740000,0,108800000,205690000,598570000,253050000,6690000
Japan,2020,21820000,0,106960000,186130000,564840001,234510000,6570000
Japan,2021,21610000,0,102180000,188120000,568810021,244200000,6470000
Jordan,2008,1090000,0,2040000,4760000,10950000,5480000,4020000
Jordan,2009,960000,0,2150000,5300000,11280000,5480000,4150000
Jordan,2010,960000,0,1830000,5360000,11220000,5250000,4290000
Jordan,2011,990000,0,1990000,5480000,11699999.92,4859999.9,4450000
Jordan,2012,980000,0,1900000,7050000,13170000,5640000,4610000
Jordan,2013,1100000,0,1530000,7300000,13229999.98,5670000,4760000
Jordan,2014,1150000,0,1590000,7230000,14220000,6460000.2,4920000
Jordan,2015,1240000,0,1880000,8029999.5,13670000,6230000,5080000
Jordan,2016,1320000,0,1940000,8510000,12950000,6910000,5250000
Jordan,2017,1230000,0,2450000,9360000,13720000,6800000,5410000
Jordan,2018,1230000,0,2050000,9240000,12510000,7220000,5570000
Jordan,2019,1230000,0,2170000,8700000,12280000,7010000,5740000
Jordan,2020,1200000,0,2030000,7310000,10820000,7260000,5900000
Jordan,2021,1280000,0,1970000,8140000.5,10960000,7670000,6050000
Kazakhstan,2008,23380000,0,19970000,14270000,192860000,69870000,4540000
Kazakhstan,2009,22230000,0,15020000,12890000,187740000,54900000,4630000
Kazakhstan,2010,25500000,0,17010000,13620000,196360000,60130000,4740000
Kazakhstan,2011,22490000,0,23350000,13940000,196380000,72110000,4860000
Kazakhstan,2012,22140000,0,17120000,15100000,203599989.5,67780000,4930000
Kazakhstan,2013,20260000,0,18540000,14220000,212869996,74710000,5030000
Kazakhstan,2014,23010000,0,28190000,14940000,171730000,53390000,5180000
Kazakhstan,2015,24640000,0,30750000,15890000,157250000,43560000,5320000
Kazakhstan,2016,22930000,0,32310002,16549999,165360000,43550000,5450000
Kazakhstan,2017,29650000,0,36320000,15930000,179430000,43210000,5520000
Kazakhstan,2018,25290000,0,37650000,18030000,185610000,38510000,5580000
Kazakhstan,2019,27970000,0,36910000,16870000,177410000,33150000,5650000
Kazakhstan,2020,27550000,0,38620000,21370000,175430000,34820000,5720000
Kazakhstan,2021,29010000,0,39630000,23410000,189220000,35210000,5780000
Kenya,2008,42560000,15170000,3780000,3440000,4260000,4270000,1010000
Kenya,2009,40820000,15180000,4190000,4260000,5030000,4450000,1039999.94
Kenya,2010,41060000,15170000,4260000,5070000,4530000,5080000,1070000
Kenya,2011,42220000,8350000.5,4200000,4720000,5199999.99,6010000,1100000
Kenya,2012,41970000,8350000.5,4380000,5020000,4520000,5420000,1140000
Kenya,2013,41240000,8340000,4420000,5960000,4019999.99,6130000,1170000
Kenya,2014,41730000,8340000,4670000,6650000,4310000,7390000,1210000
Kenya,2015,42000000,8380000,5050000,8189999.5,3630000,8170000,1240000
Kenya,2016,45910000,0,5120000,9010000,3639999.9,8630000,1280000
Kenya,2017,42640000,0,5460000,8810000,4810000,8410000,1310000
Kenya,2018,44230000,0,5200000,9910000,3980000,7880000,1350000
Kenya,2019,51390000,0,5100000,11000000,3740000,7640000,1390000
Kenya,2020,59250000,0,5140000,10660000,2250000,8610000,1420000
Kenya,2021,52710000,0,5360000,11100000,3180000,10160000,1460000
Kiribati,2008,10000,0,0,30000,30000,0,20000
Kiribati,2009,10000,0,0,30000,30000,0,20000
Kiribati,2010,10000,0,10000,20000,30000,0,20000
Kiribati,2011,10000,0,10000,20000,30000,0,20000
Kiribati,2012,10000,0,10000,20000,30000,0,20000
Kiribati,2013,10000,0,10000,30000,30000,0,20000
Kiribati,2014,10000,0,10000,30000,30000,0,20000
Kiribati,2015,10000,0,10000,20000,30000,0,20000
Kiribati,2016,10000,0,10000,20000,30000,0,20000
Kiribati,2017,10000,0,10000,30000,30000,0,20000
Kiribati,2018,10000,0,10000,30000,30000,0,20000
Kiribati,2019,10000,0,10000,30000,30000,0,20000
Kiribati,2020,10000,0,10000,30000,30000,0,20000
Kiribati,2021,10000,0,10000,30000,30000,0,20000
Kuwait,2008,370000,0,519999.97,10850000,83140000,14770000,1660000
Kuwait,2009,400000,0,510000,12060000,79040000,15730000,1740000
Kuwait,2010,360000,0,490000,13030000,81370000,16960000,1810000
Kuwait,2011,380000,0,550000,12500000,86440000,19690000,1890000
Kuwait,2012,410000,0,570000,12840000,89500000,20840000,1970000
Kuwait,2013,430000,0,530000,13520000,91340000,22680000,2050000
Kuwait,2014,450000,0,640000,13720000,91890000,21260000,2130000
Kuwait,2015,470000,0,650000,14430000,93110000,23920000,2210000
Kuwait,2016,490000,0,800000,14610000,95680000,26270000,2280000
Kuwait,2017,510000,0,890000,15450000,91710000,28499999,2360000
Kuwait,2018,519999.97,0,1010000,16320000,93270000,30340000,2440000
Kuwait,2019,550000,0,920000,16500000,92970000,32950000,2520000
Kuwait,2020,560000,0,740000,13500000,91250000,35450000,2590000
Kuwait,2021,570000,0,840000,16490000,94670004,37440000,2670000
Kyrgyzstan,2008,3980000,0,240000,2020000,5040000,1630000,750000
Kyrgyzstan,2009,4350000,0,220000,2340000,4950000,800000,750000
Kyrgyzstan,2010,4440000,0,180000,2040000,4340000,1180000,750000
Kyrgyzstan,2011,4550000,0,250000,2850000,4070000,1220000,750000
Kyrgyzstan,2012,4670000,0,270000,4050000.2,4210000,2290000,750000
Kyrgyzstan,2013,4850000,0,480000,4050000.2,4010000,1650000,760000
Kyrgyzstan,2014,5030000,0,1620000,3250000,3230000,2400000,760000
Kyrgyzstan,2015,4990000,0,1870000,2750000,3920000,2640000,760000
Kyrgyzstan,2016,5110000,0,2850000,3380000,2780000,1600000,770000
Kyrgyzstan,2017,5190000,0,4710000,1880000,1840000,1640000,770000
Kyrgyzstan,2018,5430000,0,6290000,1520000,1930000,2210000,780000
Kyrgyzstan,2019,5570000,0,5070000,1150000,2480000,1900000,780000
Kyrgyzstan,2020,5680000,0,4170000,1410000,2620000,1480000,790000
Kyrgyzstan,2021,5720000,0,4310000,1660000,3110000,1850000,800000
Laos,2008,7800000,13260000,540000,1380000,120000,730000,180000
Laos,2009,8160000,13810000,530000,1540000,120000,1070000,180000
Laos,2010,8720000,17090000,519999.97,1550000,130000,1400000,180000
Laos,2011,8350000.5,9620000,510000,1540000,130000,1579999.94,190000
Laos,2012,9220000,10660000,490000,1720000,130000,1640000,190000
Laos,2013,9210000,10880000,480000,1960000,130000,2300000,190000
Laos,2014,9410000,10720000,490000,2280000,130000,2180000,200000
Laos,2015,9720000,10540000,500000,2400000,3860000,2890000,200000
Laos,2016,10150000,11740000,500000,3050000,11050000,1920000,210000
Laos,2017,9970000,9690000,519999.97,3100000,14110000,2170000,210000
Laos,2018,9810000,9540000,519999.97,3180000,14280000,2600000,210000
Laos,2019,10230000,10490000,540000,2520000,14240000,2810000,220000
Laos,2020,10800000,12890000,550000,2490000,13840000,3160000,220000
Laos,2021,10760000,9700000,540000,2540000,14480000,6600000,220000
Latvia,2008,2960000,0,1200000,3650000,3459999.9,1450000,720000
Latvia,2009,2910000,0,1230000,3200000,3610000,1250000,700000
Latvia,2010,2920000,0,1270000,3280000,4020000,1800000,730000
Latvia,2011,2960000,250000,1180000,2910000,3689999.94,1820000,690000
Latvia,2012,3020000,259999.98,1150000,2820000,3570000,1880000,710000
Latvia,2013,3070000,259999.98,1070000,2850000,3710000,1680000,700000
Latvia,2014,3130000,220000,1090000,2970000,3390000,1680000,700000
Latvia,2015,3230000,220000,1010000,3150000,3500000,1510000,660000
Latvia,2016,3200000,80000,1000000,3170000,3810000,1290000,670000
Latvia,2017,3150000,80000,1039999.94,3320000,3420000,1340000,670000
Latvia,2018,3020000,90000,1070000,3330000,3150000,1580000,670000
Latvia,2019,3120000,90000,1000000,3310000,3880000,1490000,670000
Latvia,2020,3160000,100000,980000,3110000,2850000,1480000,670000
Latvia,2021,3120000,100000,1060000,3210000,2990000,1430000,670000
Lebanon,2008,580000,10000,1400000,4590000,10200000,4040000,2430000
Lebanon,2009,620000,10000,3200000,5290000,10580000,4530000,2480000
Lebanon,2010,610000,10000,1230000,5220000,12040000,4330000,2530000
Lebanon,2011,760000,0,740000,5230000,12460000,4860000,2600000
Lebanon,2012,800000,0,740000,8350000.5,11860000,4830000,2660000
Lebanon,2013,780000,0,820000,6920000,13110000,5030000,2720000
Lebanon,2014,790000,0,700000,7340000,14380000,5490000,2790000
Lebanon,2015,780000,0,760000,8590000,15090000,5470000,2850000
Lebanon,2016,800000,0,760000,9120000,15660000,5520000,2930000
Lebanon,2017,830000,0,740000,9600000,16680000,5790000,3000000
Lebanon,2018,800000,0,730000,8359999.5,16340000,5850000,3070000
Lebanon,2019,800000,0,690000,8680000,16490000,5170000,3150000
Lebanon,2020,780000,0,740000,7450000,12790000,4550000,3220000
Lebanon,2021,740000,0,660000,7350000,8080000,4770000,3270000
Lesotho,2008,1480000,0,100000,350000,0,1610000,230000
Lesotho,2009,1500000,0,129999.99,390000,0,1640000,230000
Lesotho,2010,1480000,0,120000,400000,0,1700000,230000
Lesotho,2011,1510000,0,120000,410000,0,2430000,230000
Lesotho,2012,1500000,0,110000,440000,0,2450000,240000
Lesotho,2013,1390000,0,110000,420000,0,1770000,240000
Lesotho,2014,1360000,0,100000,430000,0,1920000,250000
Lesotho,2015,1340000,0,100000,470000,0,1690000,250000
Lesotho,2016,1310000,0,110000,500000,0,1640000,250000
Lesotho,2017,1450000,0,120000,500000,0,1909999.99,259999.98
Lesotho,2018,1290000,0,120000,519999.97,0,1770000,259999.98
Lesotho,2019,1150000,0,120000,530000,0,1800000,259999.98
Lesotho,2020,860000,0,160000,420000,0,1680000,270000
Lesotho,2021,1090000,0,170000,420000,0,2670000,270000
Libya,2008,2750000,0,1840000,13840000,90250000,7170000,1460000
Libya,2009,2840000,0,2160000,16030001,84440000,8280000.2,1490000
Libya,2010,2940000,0,2210000,18730000,87990000,7900000,1520000
Libya,2011,2960000,0,1260000,13990000,41670000,5860000,1540000
Libya,2012,2960000,0,2190000,17360000,89240000,5620000,1550000
Libya,2013,2980000,0,1960000,18190000,71680000,8100000,1570000
Libya,2014,2870000,0,1690000,20100000,53150000,10510000,1580000
Libya,2015,2830000,0,1250000,15600000,50610000,8730000,1600000
Libya,2016,2850000,0,1270000,18800000,44500000,8110000,1620000
Libya,2017,2910000,0,1320000,17730000,64010000,8470000,1650000
Libya,2018,2880000,0,1270000,17270000,72170000,8790000,1670000
Libya,2019,2890000,0,1180000,17570000,77380000,8400000,1690000
Libya,2020,2890000,0,1110000,17190000,41800000,7650000,1710000
Libya,2021,2910000,0,1130000,17380000,77780000,8870000,1730000
Lithuania,2008,5960000,5100000,1240000,5160000,5929999.97,4920000,1410000
Lithuania,2009,5980000,5070000,1240000,4260000,5869999.97,2330000,1360000
Lithuania,2010,5920000,5070000,1370000,4400000,6520000,2390000,1320000
Lithuania,2011,5950000,0,1390000,4370000,5610000,2860000,1230000
Lithuania,2012,6000000,0,1310000,4400000,5570000,2800000,1190000
Lithuania,2013,5930000,0,1290000,4400000,4910000,2630000,1150000
Lithuania,2014,5940000,0,1180000,4890000,4040000,2510000,1070000
Lithuania,2015,6050000,0,1080000,5180000,4300000,2500000,1000000
Lithuania,2016,5910000,4370000,1210000,5570000,4350000,2480000,940000
Lithuania,2017,5850000,4360000,1290000,5830000,4090000,2450000,920000
Lithuania,2018,5550000,4350000,1340000,6200000,4110000,2550000,910000
Lithuania,2019,5670000,4340000,1250000,6430000,3920000,2610000,900000
Lithuania,2020,5750000,4340000,1160000,6270000,4019999.98,2440000,890000
Lithuania,2021,5680000,4340000,1330000,6260000,4190000,2570000,880000
Luxembourg,2008,630000,0,1560000,6870000,2540000,1660000,100000
Luxembourg,2009,630000,0,1570000,6330000,2640000,1459999.94,100000
Luxembourg,2010,640000,0,1650000,6690000,2710000,1550000,90000
